results_dir,shift_mode,tag,fold,k,rho,wl_broken,max_workload,cap_broken,N_train_visits,V_test_visits,coverage_kappa
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,4,0.5,7,,0,2639,9085,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,6,0.5,8,,0,2703,9090,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,1,1.0,7,,0,2552,9322,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,2,1.0,8,,0,2631,9431,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,3,1.0,8,,0,2590,9352,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,4,1.0,7,,0,2639,9369,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,6,1.0,8,,0,2703,9360,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,1,2.0,7,,0,2552,9548,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,2,2.0,8,,0,2631,9616,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,3,2.0,8,,0,2590,9602,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,4,2.0,7,,0,2639,9572,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f0,0,6,2.0,8,,0,2703,9575,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,1,0.0,7,,0,2512,6252,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,2,0.0,7,,0,2545,6277,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,3,0.0,7,,0,2567,6317,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,4,0.0,7,,0,2602,6466,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,6,0.0,7,,0,2652,6612,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,1,0.25,7,,0,2512,6884,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,2,0.25,7,,0,2545,6919,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,3,0.25,7,,0,2567,6904,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,4,0.25,7,,0,2602,7038,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,6,0.25,7,,0,2652,7095,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,1,0.5,7,,0,2512,7165,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,2,0.5,7,,0,2545,7210,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,3,0.5,7,,0,2567,7204,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,4,0.5,7,,0,2602,7314,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,6,0.5,7,,0,2652,7315,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,1,1.0,7,,0,2512,7476,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,2,1.0,7,,0,2545,7521,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,3,1.0,7,,0,2567,7548,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,4,1.0,7,,0,2602,7608,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,6,1.0,7,,0,2652,7555,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,1,2.0,7,,0,2512,7645,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,2,2.0,7,,0,2545,7684,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,3,2.0,7,,0,2567,7655,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,4,2.0,7,,0,2602,7720,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f1,1,6,2.0,7,,0,2652,7697,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,1,0.0,4,,0,2532,4720,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,2,0.0,4,,0,2556,4691,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,3,0.0,3,,0,2576,4832,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,4,0.0,5,,0,2575,4794,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,6,0.0,5,,0,2739,5065,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,1,0.25,4,,0,2532,5158,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,2,0.25,4,,0,2556,5175,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,3,0.25,3,,0,2576,5226,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,4,0.25,5,,0,2575,5191,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,6,0.25,5,,0,2739,5429,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,1,0.5,4,,0,2532,5476,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,2,0.5,4,,0,2556,5443,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,3,0.5,3,,0,2576,5510,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,4,0.5,5,,0,2575,5485,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,6,0.5,5,,0,2739,5586,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,1,1.0,4,,0,2532,5696,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,2,1.0,4,,0,2556,5662,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,3,1.0,3,,0,2576,5714,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,4,1.0,5,,0,2575,5690,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,6,1.0,5,,0,2739,5745,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,1,2.0,4,,0,2532,5829,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,2,2.0,4,,0,2556,5790,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,3,2.0,3,,0,2576,5847,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,4,2.0,5,,0,2575,5828,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f2,2,6,2.0,5,,0,2739,5861,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,1,0.0,3,,0,2489,3201,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,2,0.0,3,,0,2520,3162,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,3,0.0,3,,0,2506,3178,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,4,0.0,2,,0,2570,3186,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,6,0.0,2,,0,2514,3239,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,1,0.25,3,,0,2489,3513,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,2,0.25,3,,0,2520,3465,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,3,0.25,3,,0,2506,3478,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,4,0.25,2,,0,2570,3480,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,6,0.25,2,,0,2514,3565,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,1,0.5,3,,0,2489,3693,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,2,0.5,3,,0,2520,3670,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,3,0.5,3,,0,2506,3661,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,4,0.5,2,,0,2570,3659,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,6,0.5,2,,0,2514,3730,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,1,1.0,3,,0,2489,3842,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,2,1.0,3,,0,2520,3831,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,3,1.0,3,,0,2506,3800,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,4,1.0,2,,0,2570,3788,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,6,1.0,2,,0,2514,3852,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,1,2.0,3,,0,2489,3910,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,2,2.0,3,,0,2520,3888,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,3,2.0,3,,0,2506,3920,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,4,2.0,2,,0,2570,3888,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f3,3,6,2.0,2,,0,2514,3927,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,1,0.0,1,,0,2487,1608,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,2,0.0,2,,0,2515,1700,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,3,0.0,1,,0,2583,1641,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,4,0.0,1,,0,2513,1666,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,6,0.0,1,,0,2613,1699,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,1,0.25,1,,0,2487,1828,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,2,0.25,2,,0,2515,1861,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,3,0.25,1,,0,2583,1835,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,4,0.25,1,,0,2513,1843,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,6,0.25,1,,0,2613,1878,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,1,0.5,1,,0,2487,1969,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,2,0.5,2,,0,2515,1954,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,3,0.5,1,,0,2583,1935,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,4,0.5,1,,0,2513,1932,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,6,0.5,1,,0,2613,1983,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,1,1.0,1,,0,2487,2054,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,2,1.0,2,,0,2515,2027,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,3,1.0,1,,0,2583,2006,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,4,1.0,1,,0,2513,2007,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,6,1.0,1,,0,2613,2055,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,1,2.0,1,,0,2487,2063,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,2,2.0,2,,0,2515,2024,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,3,2.0,1,,0,2583,2029,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,4,2.0,1,,0,2513,2018,1.0
iscf10kt_results_t2000,unstructured,iscf10kt_r0f4,4,6,2.0,1,,0,2613,2060,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,1,0.0,8,,0,550,8117,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,2,0.0,8,,0,563,8359,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,3,0.0,8,,0,568,8383,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,4,0.0,8,,0,577,8298,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,6,0.0,8,,0,580,8383,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,1,0.5,8,,0,550,8915,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,2,0.5,8,,0,563,9036,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,3,0.5,8,,0,568,9010,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,4,0.5,8,,0,577,8938,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,6,0.5,8,,0,580,8876,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,1,1.0,8,,0,550,9072,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,2,1.0,8,,0,563,9161,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,3,1.0,8,,0,568,9171,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,4,1.0,8,,0,577,9124,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,6,1.0,8,,0,580,9005,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,1,2.0,8,,0,550,9156,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,2,2.0,8,,0,563,9217,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,3,2.0,8,,0,568,9211,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,4,2.0,8,,0,577,9169,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f0,0,6,2.0,8,,0,580,9065,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,1,0.0,8,,0,550,6470,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,2,0.0,8,,0,566,6656,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,3,0.0,8,,0,565,6872,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,4,0.0,8,,0,571,6727,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,6,0.0,8,,0,577,6772,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,1,0.5,8,,0,550,7124,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,2,0.5,8,,0,566,7280,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,3,0.5,8,,0,565,7476,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,4,0.5,8,,0,571,7358,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,6,0.5,8,,0,577,7393,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,1,1.0,8,,0,550,7277,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,2,1.0,8,,0,566,7429,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,3,1.0,8,,0,565,7582,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,4,1.0,8,,0,571,7445,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,6,1.0,8,,0,577,7526,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,1,2.0,8,,0,550,7359,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,2,2.0,8,,0,566,7468,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,3,2.0,8,,0,565,7614,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,4,2.0,8,,0,571,7539,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f1,1,6,2.0,8,,0,577,7580,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,1,0.0,8,,0,577,4914,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,2,0.0,8,,0,587,4967,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,3,0.0,8,,0,591,5010,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,4,0.0,8,,0,583,4933,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,6,0.0,8,,0,606,5225,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,1,0.5,8,,0,577,5377,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,2,0.5,8,,0,587,5387,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,3,0.5,8,,0,591,5453,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,4,0.5,8,,0,583,5357,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,6,0.5,8,,0,606,5562,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,1,1.0,8,,0,577,5442,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,2,1.0,8,,0,587,5467,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,3,1.0,8,,0,591,5565,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,4,1.0,8,,0,583,5422,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,6,1.0,8,,0,606,5649,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,1,2.0,8,,0,577,5443,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,2,2.0,8,,0,587,5561,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,3,2.0,8,,0,591,5570,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,4,2.0,8,,0,583,5476,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f2,2,6,2.0,8,,0,606,5640,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,1,0.0,8,,0,571,3297,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,2,0.0,8,,0,575,3410,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,3,0.0,8,,0,585,3208,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,4,0.0,8,,0,569,3246,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,6,0.0,8,,0,594,3526,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,1,0.5,8,,0,571,3618,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,2,0.5,8,,0,575,3683,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,3,0.5,8,,0,585,3497,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,4,0.5,8,,0,569,3613,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,6,0.5,8,,0,594,3779,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,1,1.0,8,,0,571,3706,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,2,1.0,8,,0,575,3725,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,3,1.0,8,,0,585,3582,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,4,1.0,8,,0,569,3686,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,6,1.0,8,,0,594,3831,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,1,2.0,8,,0,571,3754,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,2,2.0,8,,0,575,3771,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,3,2.0,8,,0,585,3592,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,4,2.0,8,,0,569,3730,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f3,3,6,2.0,8,,0,594,3831,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,1,0.0,4,,0,557,1581,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,2,0.0,7,,0,580,1896,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,3,0.0,7,,0,578,1930,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,4,0.0,6,,0,567,1779,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,6,0.0,5,,0,587,1814,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,1,0.5,4,,0,557,1773,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,2,0.5,7,,0,580,2069,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,3,0.5,7,,0,578,2020,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,4,0.5,6,,0,567,1979,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,6,0.5,5,,0,587,1966,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,1,1.0,4,,0,557,1808,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,2,1.0,7,,0,580,2092,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,3,1.0,7,,0,578,2052,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,4,1.0,6,,0,567,2019,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,6,1.0,5,,0,587,1971,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,1,2.0,4,,0,557,1809,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,2,2.0,7,,0,580,2079,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,3,2.0,7,,0,578,2055,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,4,2.0,6,,0,567,2018,1.0
iscf10kt_results_t500,structured,iscf10kt_r0f4,4,6,2.0,5,,0,587,1982,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,1,0.0,8,,0,550,8117,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,2,0.0,8,,0,563,8359,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,3,0.0,8,,0,568,8383,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,4,0.0,8,,0,577,8298,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,6,0.0,8,,0,580,8383,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,1,0.25,8,,0,550,8699,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,2,0.25,8,,0,563,8831,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,3,0.25,8,,0,568,8911,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,4,0.25,8,,0,577,8837,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,6,0.25,8,,0,580,8884,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,1,0.5,8,,0,550,9085,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,2,0.5,8,,0,563,9125,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,3,0.5,8,,0,568,9169,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,4,0.5,8,,0,577,9140,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,6,0.5,8,,0,580,9077,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,1,1.0,8,,0,550,9361,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,2,1.0,8,,0,563,9372,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,3,1.0,8,,0,568,9400,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,4,1.0,8,,0,577,9372,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,6,1.0,8,,0,580,9308,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,1,2.0,8,,0,550,9492,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,2,2.0,8,,0,563,9496,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,3,2.0,8,,0,568,9495,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,4,2.0,8,,0,577,9553,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f0,0,6,2.0,8,,0,580,9514,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,1,0.0,8,,0,550,6470,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,2,0.0,8,,0,566,6656,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,3,0.0,8,,0,565,6872,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,4,0.0,8,,0,571,6727,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,6,0.0,8,,0,577,6772,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,1,0.25,8,,0,550,7026,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,2,0.25,8,,0,566,7146,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,3,0.25,8,,0,565,7287,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,4,0.25,8,,0,571,7180,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,6,0.25,8,,0,577,7232,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,1,0.5,8,,0,550,7274,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,2,0.5,8,,0,566,7403,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,3,0.5,8,,0,565,7458,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,4,0.5,8,,0,571,7424,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,6,0.5,8,,0,577,7395,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,1,1.0,8,,0,550,7538,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,2,1.0,8,,0,566,7621,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,3,1.0,8,,0,565,7676,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,4,1.0,8,,0,571,7625,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,6,1.0,8,,0,577,7653,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,1,2.0,8,,0,550,7751,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,2,2.0,8,,0,566,7746,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,3,2.0,8,,0,565,7735,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,4,2.0,8,,0,571,7768,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f1,1,6,2.0,8,,0,577,7699,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,1,0.0,8,,0,577,4914,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,2,0.0,8,,0,587,4967,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,3,0.0,8,,0,591,5010,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,4,0.0,8,,0,583,4933,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,6,0.0,8,,0,606,5225,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,1,0.25,8,,0,577,5266,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,2,0.25,8,,0,587,5333,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,3,0.25,8,,0,591,5369,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,4,0.25,8,,0,583,5286,1.0
iscf10kt_results_t500,unstructured,iscf10kt_r0f2,2,6,0.25,8,,0,606,5490,1.0
